1651370584,1651370968,1,1234,8,8.8624067,-4.4048,7.0,255.6,262,0
1651370785,1651371019,1,1234,8,8.856102,-4.406443,7.0,256.4,262,0
1651373205,1651373211,1,1234,8,8.7832031,-4.425138,6.8,256.4,261,0
1651371216,1651373381,1,1234,8,8.8425379,-4.409858,6.8,256.3,262,0
1651371596,1651373520,1,1234,8,8.8310575,-4.412827,6.6,256.4,263,127
1651373365,1651373886,1,1234,8,8.778368,-4.426358,6.8,257.1,262,0
1651373516,1651373978,1,1234,8,8.7738781,-4.427482,6.5,256.1,261,0
1651373354,1651374511,1,1234,8,8.7786751,-4.426288,6.8,254.8,262,0
1651369733,1651374516,1,1234,8,8.8888874,-4.397877,7.0,254.9,261,0
1651369662,1651374517,1,1234,8,8.89114,-4.397288,7.0,257.1,261,0
1651369673,1651374518,1,1234,8,8.8907967,-4.397383,7.1,255.0,261,0
1651369644,1651374518,1,1234,8,8.8917131,-4.397147,7.0,254.0,262,0
1651369644,1651374519,1,1234,8,8.8917131,-4.397147,7.0,254.0,262,0
1651369553,1651374520,1,1234,8,8.894598,-4.396373,7.1,254.0,261,0
1651375355,1651376244,1,1234,8,8.7204533,-4.439078,6.5,270.7,276,0
1651375355,1651376249,1,1234,8,8.7204533,-4.439078,6.5,270.7,276,0
1651375605,1651376364,1,1234,8,8.7129326,-4.439083,6.5,271.5,276,0
1651375745,1651376446,1,1234,8,8.7086649,-4.439093,6.4,269.4,275,0
1651375886,1651376514,1,1234,8,8.7044449,-4.439098,6.6,268.8,275,0
1651376035,1651376586,1,1234,8,8.6999521,-4.439117,6.5,270.2,275,0
1651376335,1651376918,1,1234,8,8.6908779,-4.439167,6.6,267.8,275,0
1651376464,1651376982,1,1234,8,8.6869431,-4.439172,6.6,269.4,275,0
1651377094,1651377213,1,1234,8,8.667695,-4.439317,6.6,271.4,276,0
1651377655,1651377980,1,1234,8,8.6509418,-4.438647,6.5,306.1,311,0
1651377827,1651379288,1,1234,8,8.6469049,-4.43528,6.5,329.9,330,0
1651377860,1651379288,1,1234,8,8.6463451,-4.434455,6.4,319.8,314,-127
1651377887,1651379288,1,1234,8,8.6456947,-4.433993,6.4,299.1,300,0
1651377785,1651379288,1,1234,8,8.6477051,-4.436292,6.6,305.8,316,127
1651377821,1651379289,1,1234,8,8.6470098,-4.435463,6.4,328.3,330,-127
1651377784,1651379290,1,1234,8,8.6477051,-4.436292,6.6,305.8,316,127
1651377734,1651379290,1,1234,8,8.6489372,-4.437177,6.6,305.5,309,0
1651377733,1651379291,1,1234,8,8.6489372,-4.437177,6.6,305.5,309,0
1651377734,1651379292,1,1234,8,8.6489372,-4.437177,6.6,305.5,309,0
1651377617,1651379294,1,1234,8,8.6518202,-4.43926,6.4,295.6,306,0
1651377588,1651379295,1,1234,8,8.6526747,-4.439525,6.7,273.8,287,127
1651377587,1651379297,1,1234,8,8.6526747,-4.439525,6.7,273.8,287,127
1651377325,1651379302,1,1234,8,8.6606283,-4.439413,6.6,269.6,275,0
1651377214,1651379305,1,1234,8,8.66401,-4.439362,6.6,269.4,276,0
1651377214,1651379306,1,1234,8,8.66401,-4.439362,6.6,269.4,276,0
1651377224,1651379306,1,1234,8,8.6637049,-4.439363,6.6,268.0,276,127
1651379545,1651380313,1,1234,8,8.5998869,-4.412975,6.7,295.2,300,0
1651397595,1651397621,1,1234,8,8.4708519,-3.902293,6.3,342.7,346,0
1651396693,1651401481,1,1234,8,8.4787798,-3.927428,6.3,342.2,345,0
1651396094,1651401487,1,1234,8,8.4840784,-3.944215,6.3,342.2,344,-127
1651401545,1651401590,1,1234,8,8.4335852,-3.790762,6.4,341.7,345,-127
